Geneid	A1_S61_early_BHI_1	A2_S62_early_BHI_2	A3_S63_early_BHI_3	A7_S64_late_BHI_1	A8_S65_late_BHI_2	A9_S66_late_BHI_3	B1_S67_early_butyrate_1	B2_S68_early_Butyrate_2	B3_S69_early_Butyrate_3	B7_S70_late_Butyrate_1	B8_S71_late_Butyrate_2	B9_S72_late_Butyrate_3
cds-CAJ67140.1	761	568	881	547	688	141	497	581	568	1100	1079	543
cds-CCA62791.1	54	33	71	43	39	27	38	60	37	61	64	45
cds-CAJ67141.1	687	464	502	494	450	125	388	559	567	1088	1188	554
cds-CAJ67142.1	476	292	339	322	280	95	286	348	411	658	833	377
cds-CAJ67143.1	90	78	75	54	95	22	59	65	37	66	91	54
cds-CAJ67144.1	506	491	355	551	322	175	512	277	233	344	342	426
cds-CAJ67145.1	803	623	426	781	306	174	570	433	420	958	767	805
cds-CAJ67146.1	76184	61473	86773	83727	89305	83295	63797	94496	81078	79154	138404	87192
cds-CAJ67147.1	20706	14822	18624	19954	16914	18839	12803	19439	16417	14298	32602	19969
cds-CAJ67148.1	4126	3294	3984	5693	3483	3972	2542	39098	35637	30589	69123	41666
cds-CAJ67149.1	21676	22632	25362	38055	24149	21921	17253	47360	36195	30938	70125	46696
cds-CAJ67150.1	6262	5467	5537	5367	5724	1639	4044	7255	5562	5306	7943	3191
cds-CAJ67151.1	3214	3186	2959	3136	3407	890	2269	3894	2647	2454	3963	1937
cds-CAJ67152.1	1394	1605	1532	1514	1846	639	1121	2186	1234	1176	1650	1004
cds-CAJ67153.1	2017	2372	3608	2099	3358	1958	1613	2792	2276	2319	3092	1851
cds-CAJ67154.1	400	98	113	81	86	110	94	65	137	320	152	188
cds-CAJ67155.1	15438	13615	22317	16424	15587	5336	15727	33213	26398	31013	47363	32308
cds-CAJ67156.1	7690	10120	5199	14722	5673	2351	16041	4115	6131	7198	5399	3543
cds-CAJ67157.1	8	8	5	10	5	1	3	44	24	45	55	54
cds-CAJ67158.1	378	300	320	263	233	102	211	199	168	378	254	250
cds-CAJ67159.1	383	272	355	381	161	79	169	243	221	458	386	285
cds-CAJ67160.1	31	43	38	54	34	2	25	92	80	64	111	88
cds-CAJ67161.1	118	90	62	78	59	9	44	229	317	258	323	174
cds-CAJ67162.1	7775	6719	10800	3182	4141	2338	5845	6760	3962	7104	4012	3966
cds-CAJ67163.1	843	647	928	269	303	206	486	494	314	674	355	397
cds-CAJ67164.1	4	1	6	4	0	0	10	57	58	86	72	66
cds-CAJ67165.1	71	57	60	40	11	1	40	43	67	62	59	49
cds-CAJ67166.1	211	168	144	170	85	16	116	168	141	192	172	165
cds-CAJ67167.1	1996	1650	1709	1977	1417	421	1292	1626	1639	2756	3147	2067
cds-CAJ67168.1	406	344	312	255	183	8	227	217	187	324	207	129
cds-CAJ67169.1	395	326	350	285	231	26	217	213	253	642	254	318
cds-CD630_03480	1146	1038	1062	872	647	111	563	788	900	2641	1305	725
cds-CAJ67171.1	2260	1706	1966	1558	1307	1039	1246	1123	1010	1329	1397	1037
cds-CAJ67172.1	476	462	464	561	322	354	376	751	706	694	884	724
cds-CAJ67173.1	200	157	183	144	180	20	149	151	94	77	53	53
cds-CAJ67174.1	276	211	269	202	191	37	202	342	232	272	264	139
cds-CD630_03540	1	1	2	1	1	0	1	8	12	7	7	8
cds-CAJ67176.1	333	198	404	297	239	188	250	759	955	695	1139	819
cds-CAJ67177.1	37470	32836	61342	44774	70067	24096	40666	61076	60794	62082	98259	59705
cds-CAJ67178.1	162	60	107	85	123	504	97	101	100	72	172	243
cds-CAJ67180.1	92	62	83	89	92	441	91	133	183	144	302	375
cds-CAJ67181.1	134	68	99	101	162	664	99	250	274	255	662	660
cds-CAJ67182.1	15	20	20	26	18	9	14	39	32	63	82	74
cds-CAJ67183.2	171	70	139	137	133	74	96	136	130	183	281	136
cds-CAJ67184.2	143	130	97	108	134	72	120	144	66	121	128	90
cds-CAJ67185.1	73	70	83	83	108	91	98	159	206	271	250	252
cds-CAJ67186.1	51	65	95	63	105	43	62	64	66	106	122	108
cds-CAJ67187.1	245	217	315	266	239	107	190	417	503	687	744	390
cds-CAJ67188.1	543	617	806	411	510	114	476	458	582	938	741	510
cds-CAJ67189.1	253	241	269	219	167	42	136	417	443	537	633	410
cds-CAJ67190.1	195	221	227	166	231	21	210	259	311	441	400	284
cds-CAJ67191.2	86	85	93	43	69	3	63	65	79	101	79	52
cds-CAJ67192.1	73	96	92	43	58	7	63	59	45	77	71	44
cds-CAJ67193.1	4	6	2	7	4	31	6	20	10	14	11	14
cds-CAJ67194.1	7	12	4	1	9	47	18	15	27	25	43	50
cds-CAJ67195.2	130	36	53	55	117	171	125	201	271	427	270	263
cds-CAJ67196.1	91	56	69	51	60	214	97	134	198	353	244	229
cds-CAJ67197.1	11	4	0	4	3	22	2	27	26	2	39	28
cds-CAJ67198.1	27	12	14	7	2	45	12	22	39	12	36	27
cds-CAJ67199.1	13	8	4	2	2	24	8	7	15	14	19	15
cds-CCA62792.1	9	4	1	0	3	4	3	2	8	4	8	10
cds-CAJ67200.1	2	0	2	0	0	10	4	0	2	7	12	1
cds-CAJ67201.2	0	1	0	1	0	0	0	0	0	1	1	0
cds-CAJ67202.1	23	29	8	26	21	105	13	23	35	35	34	55
cds-CAJ67203.2	13	2	2	15	10	25	8	4	22	8	22	14
cds-CAJ67204.1	225	111	69	106	91	325	175	142	171	196	199	273
cds-CAJ67205.1	23	13	3	15	7	33	10	10	23	23	24	24
cds-CAJ67206.1	11	7	19	7	10	40	31	7	31	49	41	22
cds-CAJ67207.1	11	5	10	11	17	25	13	8	11	18	36	38
cds-CAJ67208.1	388	176	184	214	239	1197	278	320	486	538	662	573
cds-CAJ67209.1	4276	2681	3321	6965	1771	289	4746	2637	2556	4975	2279	1059
cds-CAJ67210.1	1974	1197	1410	3011	738	121	2132	1293	879	1765	929	578
cds-CAJ67211.1	315	303	351	833	224	58	362	341	294	544	321	224
cds-CCA62793.1	4	1	1	6	2	0	4	2	6	2	3	0
cds-CAJ67212.1	511	412	421	532	465	68	766	820	757	659	1955	1419
cds-CAJ67213.1	785	768	1049	810	754	12263	580	1059	1188	787	54410	47051
cds-CAJ67214.1	586	538	719	551	515	7406	351	923	898	540	43663	36993
cds-CAJ67215.1	113642	100367	159297	133359	79725	125496	160950	76996	37720	45689	104692	108626
cds-CAJ67216.1	43718	35327	27500	50020	18937	99794	50405	11708	4483	7731	13275	21114
cds-CAJ67217.2	76462	49109	38614	59419	24647	128978	80778	13133	4686	10094	12003	17791
cds-CAJ67218.2	92734	69456	57642	87935	36560	176869	109040	21272	7392	15192	17964	26456
cds-CAJ67219.1	88524	72515	71350	89449	41225	170074	108578	23809	8359	17077	20647	25003
cds-CAJ67220.1	122904	106038	119719	116753	61577	203832	132485	29306	11265	22618	30975	35632
cds-CAJ67221.1	70733	70850	83135	82304	45270	143351	80515	27769	10407	19389	32012	34568
cds-CAJ67222.1	109821	91154	113086	101476	55637	197452	111291	40479	14045	33009	43700	52144
cds-CAJ67223.2	1346	1139	1282	1457	1287	1338	1071	2359	2335	1637	3461	3558
cds-CAJ67224.1	24944	41177	83711	42451	59213	77655	36188	61834	50607	64823	80466	89111
cds-CAJ67225.1	61	105	121	43	99	25	73	88	57	92	151	112
cds-CAJ67226.1	271	387	506	255	375	111	265	337	270	270	455	242
cds-CAJ67227.2	1393	1236	1387	794	1117	136	817	1413	1187	1139	1336	955
cds-CAJ67228.1	75	66	72	42	57	8	41	53	41	49	40	49
cds-CAJ67229.1	544	692	840	484	623	112	389	463	417	470	556	330
cds-CAJ67230.1	5	2	0	1	4	4	4	6	2	16	8	16
cds-CAJ67231.1	8	0	0	4	2	9	14	6	9	38	19	6
cds-CAJ67232.1	0	0	1	0	0	2	0	2	0	2	0	8
cds-CAJ67233.1	36	34	39	22	18	18	32	37	20	52	40	37
cds-CAJ67234.1	0	0	0	0	0	0	0	0	0	0	0	0
cds-CAJ67235.1	0	1	0	0	0	0	0	0	0	0	0	1
cds-CAJ67236.1	0	0	0	0	2	2	4	0	6	0	0	6
cds-CAJ67237.1	8	0	4	4	2	9	12	2	10	14	20	26
cds-CAJ67238.1	0	0	0	4	0	4	1	0	0	2	6	1
cds-CAJ67239.1	0	0	0	0	2	1	3	8	2	0	0	3
cds-CAJ67240.1	12	3	2	0	2	21	16	12	14	17	13	24
cds-CAJ67241.1	2	5	4	19	12	10	8	5	12	23	27	14
cds-CAJ67242.1	0	0	0	0	0	0	0	0	0	2	1	2
cds-CAJ67243.1	0	0	2	0	2	6	0	8	4	12	8	6
cds-CAJ67244.1	0	1	10	2	9	8	10	9	0	48	4	19
cds-CAJ67245.2	1152	1804	3590	1854	2833	1410	1724	3244	2004	2352	3714	2288
cds-CAJ67246.1	160	100	76	72	100	82	168	98	154	466	234	214
cds-CAJ67247.2	60	44	78	46	73	18	45	161	163	159	232	51
cds-CAJ67248.1	390	305	517	337	633	137	376	777	654	691	951	358
cds-CAJ67249.1	55	91	134	74	126	62	81	150	162	151	170	78
cds-CAJ67250.1	203	285	262	143	165	28	161	229	130	173	232	127
cds-CAJ67251.2	1117	782	741	973	473	246	724	1944	1280	1843	2319	1499
cds-CAJ67252.1	52	83	87	53	92	25	66	88	55	86	89	76
cds-CAJ67253.1	66	60	46	24	49	19	50	75	46	120	119	59
cds-CAJ67254.1	72	61	84	54	72	11	45	79	69	105	93	64
cds-CAJ67255.2	116	105	116	101	126	84	111	163	228	313	307	273
cds-CAJ67256.1	217	135	200	180	216	82	195	298	368	639	554	310
cds-CAJ67257.1	590	543	995	676	956	280	774	1009	816	1233	1214	928
cds-CCA62794.1	16	16	33	40	47	22	22	38	34	101	87	77
cds-CAJ67258.1	5	0	2	8	2	10	10	12	2	4	2	14
cds-CAJ67259.2	4	0	4	1	1	10	3	5	4	17	16	30
cds-CCA62795.1	1	0	2	4	9	1	3	5	5	12	14	13
cds-CAJ67260.1	1315	1058	973	907	1092	881	904	872	965	1905	2265	1728
cds-CD630_04370	12	5	18	13	14	10	22	55	56	97	169	147
cds-CAJ67262.1	0	0	0	1	0	0	1	2	6	6	4	14
cds-CAJ67263.1	58	49	102	65	74	20	48	95	103	127	118	134
cds-CAJ67264.1	55	49	35	42	128	59	47	73	51	55	71	178
cds-CAJ67265.1	485	396	426	2087	1095	2704	1457	3058	3929	1869	4785	6341
cds-CAJ67266.2	234	361	691	537	646	1751	299	899	574	684	1245	1247
cds-CAJ67267.1	290	326	382	292	346	56	212	402	338	318	406	329
cds-CAJ67268.1	8	4	5	12	8	4	4	12	13	2	12	14
cds-CAJ67269.1	2	0	2	0	2	1	2	2	6	9	20	10
cds-CAJ67270.1	30	8	42	38	54	71	56	42	78	106	131	66
cds-CAJ67271.1	0	0	2	4	2	0	2	0	4	2	4	0
cds-CAJ67272.1	84	60	47	98	35	42	70	82	73	149	95	70
cds-CAJ67273.1	56	43	28	30	35	23	42	50	33	130	77	49
cds-CAJ67274.1	21	21	23	24	16	4	8	18	37	67	29	17
cds-CAJ67275.1	224	87	107	119	79	46	142	100	110	320	181	117
cds-CAJ67276.1	20	14	5	12	4	2	29	9	15	65	25	13
cds-CAJ67277.1	855	875	955	980	925	114	755	865	962	1061	1193	596
cds-CAJ67278.1	6340	5633	7366	6527	7191	1586	5594	4306	4444	6076	5557	3196
cds-CAJ67279.1	6588	5582	7314	6852	6670	1943	5775	5552	5216	6938	7310	4374
cds-CAJ67281.1	3249	2483	3574	3034	3708	1054	2389	2972	1626	2284	2095	2278
cds-CAJ67282.1	1887	1521	1945	2263	2090	313	1571	2430	2303	2817	2728	1702
cds-CAJ67283.1	3854	3674	4666	5713	5003	696	3578	6635	7407	9272	9279	4300
cds-CAJ67284.1	195	162	216	184	177	36	203	216	323	328	297	121
cds-CAJ67285.1	0	0	10	2	0	0	0	4	12	14	4	2
cds-CAJ67286.1	12	4	18	12	8	6	6	18	22	16	34	13
cds-CAJ67287.1	231	118	202	201	120	44	177	201	184	350	381	237
cds-CAJ67288.1	752	523	615	608	443	227	697	694	801	1122	1171	777
cds-CAJ67289.1	573	368	544	501	325	99	386	771	707	960	1273	832
cds-CAJ67290.1	360	196	290	246	165	94	164	380	346	480	624	386
cds-CAJ67291.1	26	14	10	27	1	4	16	206	183	225	259	270
cds-CAJ67292.1	28	22	14	12	18	6	18	37	35	28	19	22
cds-CAJ67293.1	41	20	59	69	43	21	30	578	725	525	1240	1129
cds-CAJ67294.1	1178	917	1464	1182	1030	422	1016	2258	2744	2894	4213	3715
cds-CAJ67295.2	6	0	4	2	4	14	2	12	26	5	16	24
cds-CAJ67296.1	14	0	4	12	6	20	18	17	28	29	40	41
cds-CAJ67297.1	42	58	48	55	43	36	45	113	187	194	227	186
cds-CAJ67298.1	446	248	368	344	199	116	240	1018	814	1096	1377	987
cds-CAJ67299.1	199	168	170	188	94	64	125	229	144	246	460	243
cds-CAJ67300.1	557	497	641	494	405	65	297	250	379	231	427	280
cds-CAJ67301.1	90	76	42	71	41	5	41	151	270	100	209	180
cds-CAJ67302.1	310	303	288	244	232	26	200	388	380	351	373	345
cds-CAJ67303.1	8	8	6	27	3	4	11	308	380	358	554	597
cds-CAJ67304.1	0	0	5	3	5	3	4	124	136	105	242	389
cds-CAJ67306.1	139	155	134	237	156	53	79	277	353	357	535	659
cds-CAJ67307.1	336	208	499	255	207	52	136	178	145	132	137	102
cds-CAJ67308.1	323	275	493	282	298	99	178	236	176	219	191	134
cds-CAJ67309.1	636	499	878	423	511	211	339	369	218	286	228	153
cds-CAJ67310.1	1684	1408	2059	1048	1392	375	836	795	653	1054	764	712
cds-CAJ67311.1	1697	1592	2268	1415	1362	376	1045	1053	1158	1712	1390	1112
cds-CAJ67312.1	35	23	20	38	27	10	49	142	170	489	258	204
cds-CAJ67313.1	31	9	20	9	5	4	11	7	24	45	31	26
cds-CAJ67314.1	76	40	56	87	22	29	60	183	162	319	316	203
cds-CAJ67315.1	139	77	96	64	64	23	69	91	74	104	133	100
cds-CAJ67316.1	897	657	1083	1183	774	2110	1604	1825	1726	2384	2966	2011
cds-CAJ67317.1	28	26	62	35	71	18	23	64	59	48	93	46
cds-CAJ67318.1	552	500	873	842	1591	1494	533	2603	2170	1480	5018	6335
cds-CAJ67319.1	8	5	6	2	4	4	8	4	4	6	2	2
cds-CAJ67320.1	22	29	16	30	38	8	40	25	19	34	38	14
cds-CAJ67321.1	76	60	101	78	61	5	111	64	35	82	89	40
cds-CAJ67322.1	209	150	146	235	111	36	196	205	92	123	151	92
cds-CAJ67323.1	105	101	79	94	56	23	86	91	72	104	111	93
cds-CD630_04950	148	197	211	222	115	127	164	810	904	570	1067	807
cds-CAJ67325.1	469	172	175	154	145	889	441	383	387	383	339	295
cds-CAJ67326.1	722	264	175	291	116	1350	579	511	638	687	590	504
cds-CAJ67327.1	2942	966	790	1161	770	5257	2214	1838	2108	2407	1957	2065
cds-CAJ67328.1	194	69	71	92	53	466	139	105	86	118	82	104
cds-CAJ67329.1	2385	701	628	875	556	4123	1420	1223	1732	1544	1638	1311
cds-CAJ67330.1	268	59	74	114	50	461	167	159	174	142	213	201
cds-CAJ67331.1	682	234	182	283	158	1384	450	402	480	392	398	402
cds-CAJ67332.1	237	48	71	99	43	430	147	111	103	108	113	119
cds-CAJ67333.1	2020	448	429	683	346	3349	1126	705	872	907	995	781
cds-CAJ67334.1	1770	474	435	567	400	3087	997	663	804	780	810	729
cds-CD630_05040	725	127	133	199	163	1165	365	290	258	195	225	304
cds-CAJ67336.1	2404	557	594	913	587	3936	1829	2094	2704	3686	2731	2400
cds-CAJ67337.1	415	137	153	193	99	650	303	261	442	573	389	247
cds-CD630_05071	1953	1697	1780	1344	1594	149	1322	1377	929	871	1096	459
cds-CAJ67339.1	196669	149811	191510	147538	164908	30856	139693	140704	117782	133979	136151	61179
cds-CAJ67340.2	25442	18170	20108	21840	20316	4559	19785	18265	14655	17687	21283	8473
cds-CAJ67341.1	34214	23165	25993	29525	28139	6318	29331	27129	25287	32862	27695	12481
cds-CAJ67342.1	1722	940	953	1728	1234	256	1101	1580	1334	943	1537	910
cds-CAJ67343.1	1156	605	731	619	712	2318	947	1504	1999	1512	2390	1730
cds-CAJ67344.1	842	430	441	371	368	1773	601	947	1240	965	1560	1226
cds-CD630_05102	501	185	283	231	259	1051	359	556	613	524	834	724
cds-CCA62796.1	429	151	173	219	175	782	301	604	746	507	1068	710
cds-CAJ67346.1	10586	6455	7156	6473	4784	7820	7698	6946	8620	8398	9438	6510
cds-CAJ67347.1	1	1	0	3	3	3	3	17	17	5	27	30
cds-CAJ67348.1	116671	72607	77144	115951	141638	166533	79086	85543	49862	107860	73293	95611
cds-CAJ67349.2	3580	2725	3519	2136	2113	1207	2140	2972	2136	3139	3339	2724
cds-CAJ67350.1	3797	2750	3507	2114	1954	691	2301	4039	3238	3482	4608	3954
cds-CAJ67351.2	591	444	440	243	233	45	273	241	284	428	385	293
cds-CAJ67352.1	41	35	25	18	17	1	15	136	98	162	158	102
cds-CAJ67353.1	57956	46382	39692	48797	46762	52701	52671	57103	31018	43680	87342	60636
cds-CAJ67354.1	2631	2183	1788	1898	1467	356	1489	2455	1804	1982	2752	1255
cds-CAJ67355.1	991	893	773	597	640	110	481	599	326	389	463	281
cds-CCA62797.1	33	6	9	72	15	7	8	70	38	40	66	61
cds-CAJ67356.1	1195	773	1101	799	547	216	433	1396	1316	1257	1807	1770
cds-CAJ67357.1	1194	1046	1436	992	882	269	654	1101	824	1201	1323	985
cds-CAJ67358.1	7254	4873	1327	1185	361	121	5039	584	382	937	374	335
cds-CD630_05250	12328	8175	1930	1835	556	82	8800	680	435	1364	331	375
cds-CAJ67360.1	185	91	41	60	30	14	138	126	150	182	217	149
cds-CAJ67361.1	3690	2469	688	700	371	214	3389	405	443	569	751	725
cds-CAJ67362.1	340	116	58	82	29	9	269	124	168	230	299	235
cds-CAJ67363.1	2207	1171	91	151	25	20	2313	26	46	84	32	52
cds-CAJ67364.1	40	36	54	104	60	56	58	78	76	106	130	140
cds-CAJ67365.1	2	8	2	6	0	2	8	0	0	2	8	12
cds-CAJ67366.1	137	145	114	103	61	15	79	134	64	56	87	92
cds-CAJ67367.1	598	544	333	308	196	37	272	435	230	276	348	262
cds-CAJ67368.1	1352	1247	1163	685	632	97	866	535	309	488	405	301
cds-CAJ67369.1	611	536	324	415	218	45	364	588	297	463	531	412
cds-CAJ67370.1	2223	1703	1421	1324	1019	189	1280	1720	1067	1474	1714	1173
cds-CAJ67371.1	6522	4740	4681	3546	2815	463	3438	3311	2754	3655	3445	2352
cds-CAJ67372.1	2594	2036	1905	1739	1302	138	1458	2407	1583	1855	1829	1372
cds-CAJ67373.1	70	60	48	68	51	5	60	585	580	491	653	391
cds-CAJ67374.1	362	276	329	398	183	28	180	594	518	536	517	377
cds-CAJ67375.1	664	635	677	533	489	23	344	322	196	188	242	150
cds-CAJ67376.1	41	20	28	24	20	0	28	38	59	221	76	121
cds-CAJ67377.1	799	1036	2012	1704	2732	1542	1336	2923	2063	2692	4174	3982
cds-CAJ67378.1	2578	2100	2337	2245	1788	1614	1710	3886	3021	3012	5886	5391
cds-CAJ67379.1	531	591	811	764	599	406	584	2015	1484	1872	3137	1789
cds-CAJ67380.1	102	99	97	107	131	28	68	204	320	196	391	237
cds-CAJ67381.1	3316	3008	4268	2604	2420	915	2319	4613	4527	4051	5888	3726
cds-CAJ67382.1	676	760	1171	397	575	1418	379	513	403	535	450	826
cds-CAJ67383.1	377	210	119	733	241	162	158	119	33	256	41	56
cds-CAJ67384.1	137	110	33	57	40	94	160	104	446	2152	914	1967
cds-CAJ67385.1	0	12	2	4	0	0	0	12	0	59	10	28
cds-CAJ67386.1	213	146	188	208	223	51	167	391	464	687	717	378
cds-CAJ67387.1	859	805	1379	1332	1990	437	1439	2894	3266	5500	4178	2191
cds-CAJ67388.1	92	133	190	257	240	51	199	950	1326	1411	1308	863
cds-CAJ67389.2	143	128	162	267	229	58	202	1132	1504	2052	2194	1289
cds-CAJ67390.1	520	656	1007	1047	1308	246	932	2911	3603	8878	5379	2952
cds-CAJ67391.1	1456	1932	2760	1798	2532	1965	1995	2527	2030	1489	3069	2334
cds-CAJ67392.1	6819	7162	9479	7592	6926	4235	6285	6520	4670	3566	6512	6662
cds-CAJ67393.1	723	636	672	338	459	746	255	864	593	572	567	241
cds-CAJ67394.1	2021	1653	2103	1237	1868	880	913	1310	820	805	1200	1064
cds-CAJ67395.2	79	143	130	162	104	39	98	593	568	692	832	523
cds-CCA62798.1	12	1	7	19	5	2	15	64	46	31	85	47
cds-CAJ67396.1	120	94	116	82	102	34	72	322	303	407	436	149
cds-CAJ67397.1	567	609	700	591	743	263	431	849	556	1781	1000	830
cds-CAJ67398.1	1196	669	949	399	448	1134	447	615	263	530	436	168
cds-CAJ67399.1	2090	1768	2175	1165	1288	894	1040	1166	1125	1565	1588	839
cds-CAJ67400.1	1135	1102	1360	783	908	300	631	913	852	1170	1148	749
cds-CAJ67401.1	551	445	489	247	389	47	246	273	351	581	520	209
cds-CAJ67402.1	660	547	674	481	535	198	338	489	522	549	792	330
cds-CAJ67403.1	15	59	54	117	44	42	101	391	634	2688	1219	1164
cds-CAJ67404.1	9	9	38	232	58	33	87	518	1093	2616	1807	1825
cds-CAJ67405.1	208	132	141	302	147	92	209	537	683	2453	1454	1222
cds-CAJ67406.1	9790	11071	12969	7112	8731	15461	7340	5940	11747	7270	22141	16699
cds-CAJ67407.1	45	42	64	56	39	62	19	197	129	255	283	269
cds-CAJ67408.1	56	34	77	99	90	16	63	1035	1305	1153	1733	1353
cds-CAJ67409.1	1722	1577	2567	2506	2732	839	2227	3133	1779	2652	2921	1746
cds-CAJ67410.1	340	194	194	230	203	14	173	537	451	873	459	289
cds-CAJ67411.1	3	5	6	11	3	0	7	167	114	184	124	91
cds-CAJ67412.1	4849	2717	2625	1280	1290	283	1123	1421	624	2230	962	352
cds-CAJ67413.2	438	214	327	224	157	91	259	252	145	275	216	154
cds-CAJ67414.2	3095	2370	3031	2082	2090	885	2310	2574	1344	2961	2140	1276
cds-CCA62799.1	30	31	41	12	32	15	16	59	52	102	71	56
cds-CD630_05822	261	193	227	263	289	112	355	581	417	1008	845	771
cds-CAJ67415.1	154	128	107	267	108	52	155	1338	1408	1938	3026	2059
cds-CAJ67416.1	74	27	36	99	60	10	43	991	1368	1224	2164	1801
cds-CAJ67417.1	1464	1183	1203	1303	913	175	729	1465	1202	2760	1705	1132
cds-CAJ67418.1	920	767	775	711	553	127	485	386	271	643	369	184
cds-CAJ67419.1	96	130	198	503	1072	2980	349	2043	548	1145	4559	4657
cds-CAJ67420.1	10	12	22	96	116	430	46	2363	1131	1509	8665	7174
cds-CAJ67421.1	124	126	108	282	460	181	273	717	277	868	752	477
cds-CAJ67422.1	740	742	655	1422	1996	595	1381	2099	1096	3407	2482	1778
cds-CAJ67423.1	3167	1455	818	705	420	159	1616	446	537	1150	245	80264
cds-CAJ67424.1	410	185	83	53	55	23	237	41	18	71	16	7984
cds-CCA62801.1	126	72	47	60	37	11	79	45	39	38	60	104
cds-CAJ67425.1	426	309	380	333	235	117	300	374	505	605	571	382
cds-CAJ67426.1	4815	3852	4284	1991	2043	539	2204	1279	1112	1175	1077	1279
cds-CAJ67427.1	3076	2394	2506	1042	1292	449	1279	832	609	863	719	640
cds-CAJ67428.1	11	6	2	3	0	3	31	44	23	34	9	29
cds-CAJ67429.1	25	32	14	24	13	39	81	51	28	60	59	84
cds-CAJ67430.1	140	139	50	72	54	289	373	263	123	190	50	202
cds-CD630_05990	0	0	0	0	0	0	0	27	14	20	16	12
cds-CAJ67432.1	0	1	0	0	0	0	0	7	4	13	12	24
cds-CAJ67433.1	210	235	401	301	288	170	200	443	376	342	651	597
cds-CCA62802.1	7	10	15	18	6	10	13	183	104	100	219	197
cds-CCA62803.1	17	9	11	3	1	1	5	88	142	59	178	161
cds-CAJ67434.1	534	417	745	653	522	370	549	787	1146	1057	1531	1424
cds-CD630_06030	2856	2150	3446	2707	2528	1563	2369	2289	2677	2809	3880	3191
cds-CAJ67436.1	721	593	623	544	600	229	466	442	295	409	430	410
cds-CD630_06050	655	543	546	612	476	142	412	712	378	440	526	377
cds-CAJ67438.3	3771	3031	3675	3087	3631	1596	2859	2744	1458	2342	2709	2020
cds-CCA62804.1	18068	15880	28693	14308	24876	50577	11956	15435	7153	7874	17034	19649
cds-CD630_06071	1512	1186	1991	1086	1327	536	807	807	765	789	1059	1133
cds-CAJ67440.2	536	506	811	588	447	193	482	554	541	562	789	677
cds-CAJ67441.1	161	115	183	132	86	32	99	141	173	158	207	134
cds-CAJ67442.1	204	165	163	227	144	210	154	718	651	699	1014	512
cds-CAJ67443.1	262	117	154	248	118	323	117	493	376	465	865	533
cds-CAJ67444.1	71	36	88	75	40	12	60	143	148	277	168	113
cds-CAJ67445.2	33	6	22	22	14	24	17	27	26	135	57	49
cds-CAJ67446.1	21	37	44	17	26	6	35	302	383	296	405	290
cds-CAJ67447.1	1223	1243	1418	1291	1240	282	962	2312	2126	2132	3107	2513
cds-CAJ67448.1	269	221	267	109	144	22	109	299	224	274	303	208
cds-CAJ67449.1	74	62	95	56	28	6	31	124	67	117	110	90
cds-CAJ67450.1	8	2	2	0	1	0	0	23	9	29	32	31
cds-CAJ67451.1	23	9	25	7	14	1	14	26	6	12	12	22
cds-CAJ67452.1	221	204	233	98	49	22	148	68	43	90	51	100
cds-CCA62805.1	53	12	127	36	21	0	141	610	567	780	656	379
cds-CAJ67453.1	172	114	153	46	34	13	90	63	46	60	38	44
cds-CAJ67454.1	1	2	0	0	0	0	1	0	0	0	1	0
cds-CAJ67455.1	10	5	10	9	8	4	7	13	2	18	7	2
cds-CAJ67456.2	60	69	17	35	22	2	44	211	160	124	129	110
cds-CAJ67457.1	161	115	152	79	94	28	131	194	150	130	96	62
cds-CAJ67458.1	3	4	2	4	5	0	5	11	3	5	4	2
cds-CAJ67459.1	65	35	5	12	12	5	10	12	5	18	9	3
cds-CAJ67460.1	153	74	23	53	14	12	38	27	12	101	41	34
cds-CAJ67461.1	268	278	318	254	282	114	264	557	950	7336	2242	2409
cds-CAJ67462.1	15	5	10	5	19	4	10	46	37	48	39	16
cds-CAJ67463.1	28	46	37	35	47	0	24	63	35	48	70	43
cds-CAJ67464.1	0	1	1	2	0	0	2	1	0	1	3	5
cds-CAJ67465.1	433	327	406	320	311	48	360	530	489	729	701	410
cds-CAJ67466.1	154	92	106	157	116	31	114	282	198	277	363	265
cds-CAJ67467.1	426	275	354	408	343	84	336	427	268	537	576	383
cds-CAJ67468.1	408	366	366	372	321	110	317	489	392	636	709	391
cds-CAJ67469.1	6	0	6	9	8	2	4	122	121	395	225	194
cds-CAJ67470.2	0	2	2	2	2	5	1	78	53	66	95	120
cds-CAJ67471.1	61	60	90	87	55	87	38	291	249	407	470	448
cds-CAJ67472.1	43	8	16	26	13	2	17	68	61	81	87	92
cds-CAJ67473.1	44	33	36	41	29	23	36	235	190	149	324	408
cds-CAJ67474.1	147	131	163	138	123	118	105	170	134	188	364	341
cds-CCA62806.1	3527	2794	2214	4099	2256	3813	2556	3614	2941	3788	4175	6570
cds-CAJ67475.1	421	310	325	461	329	60	391	784	515	571	763	440
cds-CAJ67476.1	243	212	163	245	150	24	233	957	630	606	842	381
cds-CAJ67477.1	687	635	818	644	647	168	622	1280	992	956	982	596
cds-CAJ67478.1	82	75	61	100	56	13	68	754	773	576	622	371
cds-CD630_06470	33	43	15	69	21	2	46	507	322	265	374	219
cds-CAJ67480.1	265	329	432	354	432	129	219	1025	742	575	1255	1059
cds-CAJ67481.1	26	12	10	8	16	10	26	18	8	38	44	17
cds-CAJ67482.1	92	60	76	66	113	38	87	76	74	106	78	64
